ticker,base_symbol,name,coingecko_id,market_cap_rank,market_cap,fdv,volume_24h,price_change_24h,categories,last_updated
IQUSDT,iq,IQ,everipedia,630,74012498,74012498,1827591,-3.11793,Artificial Intelligence (AI);Big Data;Media;BNB Chain Ecosystem;Polygon Ecosystem;Ethereum Ecosystem;AI Agents;GMCI DePIN Index;Galaxy Digital Portfolio;GMCI Index;AI Agent Launchpad;AI Framework;DeFAI,2025-09-23 04:35:05
JASMYUSDT,jasmy,JasmyCoin,jasmycoin,166,614169187,634210231,51299474,-5.52683,Internet of Things (IOT);Ethereum Ecosystem;DePIN;DWF Labs Portfolio;Coinbase 50 Index,2025-09-23 04:35:16
JOEUSDT,joe,JOE,joe,627,74347039,92421830,19616506,4.47486,Decentralized Exchange (DEX);Decentralized Finance (DeFi);Yield Farming;Automated Market Maker (AMM);BNB Chain Ecosystem;Avalanche Ecosystem;Arbitrum Ecosystem;Mantle Ecosystem;DeFiance Capital Portfolio;Delphi Ventures Portfolio;Dex Aggregator,2025-09-23 04:37:02
JSTUSDT,jst,JUST,just,250,320486115,320486115,65279070,-0.79957,Decentralized Finance (DeFi);Tron Ecosystem,2025-09-23 04:37:13
JTOUSDT,jto,Jito,jito-governance-token,163,625984463,1644932945,51687141,-7.67965,Decentralized Finance (DeFi);Solana Ecosystem;Liquid Staking Governance Tokens;Multicoin Capital Portfolio;Alameda Research Portfolio;Delphi Ventures Portfolio;Liquid Staking;Made in USA,2025-09-23 04:37:24
JUPUSDT,jup,Jupiter,jupiter-exchange-solana,96,1443814119,3247461953,59962453,-7.59694,Decentralized Exchange (DEX);Decentralized Finance (DeFi);Perpetuals;Solana Ecosystem;GMCI DeFi Index;Dex Aggregator;GMCI Index;Made in USA;Unichain Ecosystem,2025-09-23 04:39:05
JUVUSDT,juv,Juventus Fan Token,juventus-fan-token,1671,11772570,20331705,5369795,-6.19478,Sports;Binance Launchpool;Fan Token;Chiliz Ecosystem;YZi Labs (Prev. Binance Labs) Portfolio,2025-09-23 04:39:16
KAIAUSDT,kaia,Kaia,kaia,129,867622869,867622897,27536355,-6.68567,Smart Contract Platform;Layer 1 (L1),2025-09-23 04:39:42
KAITOUSDT,kaito,KAITO,kaito,293,242619884,1005099633,25313388,-7.69031,Artificial Intelligence (AI);Analytics;Base Ecosystem;Binance HODLer Airdrops;InfoFi;Governance,2025-09-23 04:41:13
KAVAUSDT,kava,Kava,kava,241,347583537,347583537,15663423,-1.75544,Smart Contract Platform;Layer 1 (L1);Binance Launchpad;DWF Labs Portfolio;Osmosis Ecosystem;YZi Labs (Prev. Binance Labs) Portfolio;Made in USA,2025-09-23 04:41:23
KDAUSDT,kda,Kadena,kadena,477,112198558,112284483,7857930,-6.09558,Smart Contract Platform;Layer 1 (L1);Kadena Ecosystem;Multicoin Capital Portfolio;Proof of Work (PoW);Made in USA,2025-09-23 04:41:34
KERNELUSDT,kernel,KernelDAO,kernel-2,822,48202818,203594226,29481437,-6.60795,Decentralized Finance (DeFi);BNB Chain Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;Restaking;Liquid Restaking Governance Tokens,2025-09-23 04:43:05
KMNOUSDT,kmno,Kamino,kamino,323,208636842,733996755,43438209,-10.52948,Decentralized Finance (DeFi);Lending/Borrowing Protocols;Solana Ecosystem;Binance Alpha Spotlight,2025-09-23 04:43:15
KNCUSDT,knc,Kyber Network Crystal,kyber-network-crystal,736,57468458,81231008,10808102,-5.50443,Decentralized Exchange (DEX);Decentralized Finance (DeFi);Automated Market Maker (AMM);BNB Chain Ecosystem;Avalanche Ecosystem;Polygon Ecosystem;Fantom Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;Optimism Ecosystem;ZkSync Ecosystem;Linea Ecosystem;Pantera Capital Portfolio;Polygon zkEVM Ecosystem;YZi Labs (Prev. Binance Labs) Portfolio;Governance,2025-09-23 04:43:26
KSMUSDT,ksm,Kusama,kusama,294,242124391,242126510,15830657,-5.18511,Smart Contract Platform;Polkadot Ecosystem;Proof of Stake (PoS);Pantera Capital Portfolio;Made in USA;Coinbase 50 Index;Hydration Ecosystem,2025-09-23 04:44:57
LAUSDT,la,Lagrange,lagrange,641,71823187,372140863,30257030,-1.85924,Artificial Intelligence (AI);BNB Chain Ecosystem;Ethereum Ecosystem;Zero Knowledge (ZK);Binance HODLer Airdrops;Binance Alpha Spotlight,2025-09-23 04:45:18
LAYERUSDT,layer,Solayer,solayer,538,94133450,448254524,35792988,-12.12594,Decentralized Finance (DeFi);Solana Ecosystem;LSDFi;Restaking;Stablecoin Issuer;YZi Labs (Prev. Binance Labs) Portfolio;Binance HODLer Airdrops;Polychain Capital Portfolio,2025-09-23 04:45:38
LAZIOUSDT,lazio,Lazio Fan Token,lazio-fan-token,1757,10336270,34104889,1951524,-4.05059,Sports;BNB Chain Ecosystem;Fan Token;Binance Launchpad,2025-09-23 04:47:09
LDOUSDT,ldo,Lido DAO,lido-dao,119,988411310,1103382007,141807008,-7.26585,Infrastructure;Decentralized Finance (DeFi);Polygon Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;Optimism Ecosystem;Liquid Staking Governance Tokens;eGirl Capital Portfolio;Paradigm Portfolio;Coinbase Ventures Portfolio;Multicoin Capital Portfolio;Index Coop Defi Index;Alameda Research Portfolio;DragonFly Capital Portfolio;Andreessen Horowitz (a16z) Portfolio;GMCI DeFi Index;Delphi Ventures Portfolio;Liquid Staking;GMCI Index;Coinbase 50 Index;Governance,2025-09-23 04:47:35
LINEAUSDT,linea,Linea,linea,211,422005086,1962814351,389533618,-13.17473,Smart Contract Platform;Ethereum Ecosystem;Layer 2 (L2);Linea Ecosystem;Consensys Portfolio;Binance Alpha Spotlight,2025-09-23 04:47:46
LINKUSDT,link,Chainlink,chainlink,14,14541111451,21443905153,1315391604,-3.43719,Business Services;Education;Energy;Entertainment;Healthcare;Infrastructure;Internet of Things (IOT);Decentralized Finance (DeFi);Marketing;Oracle;BNB Chain Ecosystem;Solana Ecosystem;Avalanche Ecosystem;Polygon Ecosystem;Near Protocol Ecosystem;Gnosis Chain Ecosystem;Fantom Ecosystem;Harmony Ecosystem;Arbitrum Ecosystem;Celo Ecosystem;Moonriver Ecosystem;Moonbeam Ecosystem;Ethereum Ecosystem;Cronos Ecosystem;Metis Ecosystem;Optimism Ecosystem;ZkSync Ecosystem;Real World Assets (RWA);Mantle Ecosystem;Linea Ecosystem;Base Ecosystem;Shibarium Ecosystem;Ronin Ecosystem;Starknet Ecosystem;Osmosis Ecosystem;Hedera Ecosystem;Scroll Ecosystem;Berachain Ecosystem;Merlin Chain Ecosystem;Blast Ecosystem;WEMIX Ecosystem;Cross-chain Communication;Mode Ecosystem;Zora Ecosystem;Bitlayer Ecosystem;Core Ecosystem;Energi Ecosystem;Sora Ecosystem;Polygon zkEVM Ecosystem;Huobi ECO Chain Ecosystem;Milkomeda (Cardano) Ecosystem;Astar Ecosystem;opBNB Ecosystem;Rootstock Ecosystem;NEO Ecosystem;Fraxtal Ecosystem;X Layer Ecosystem;GMCI DeFi Index;GMCI 30 Index;Sonic Ecosystem;Etherlink Ecosystem;RWA Protocol;GMCI Index;Zircuit Ecosystem;Cronos zkEVM Ecosystem;Sei Network Ecosystem;Mint Ecosystem;World Chain Ecosystem;ApeChain Ecosystem;Kroma Ecosystem;BSquared Network Ecosystem;World Liberty Financial Portfolio;Abstract Ecosystem;Ink Ecosystem;Soneium Ecosystem;Lisk Ecosystem;Made in USA;Unichain Ecosystem;HyperEVM Ecosystem;Coinbase 50 Index;Corn Ecosystem;Chain Abstraction;Superseed Ecosystem;Lens Ecosystem;Plume Network Ecosystem;Hydration Ecosystem;Hemi Ecosystem;Katana Ecosystem;Botanix Ecosystem;HashKey Chain Ecosystem,2025-09-23 04:49:37
LISTAUSDT,lista,Lista DAO,lista,621,75441802,243808564,54943273,-2.64901,Decentralized Finance (DeFi);BNB Chain Ecosystem;Lending/Borrowing Protocols;Liquid Staking Tokens;Binance Megadrop;Liquid Staking,2025-09-23 04:49:48
LPTUSDT,lpt,Livepeer,livepeer,273,276723535,276723535,22398822,-4.96356,Artificial Intelligence (AI);Harmony Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;DePIN;Coinbase Ventures Portfolio;Multicoin Capital Portfolio;Pantera Capital Portfolio;GMCI DePIN Index;GMCI Index;Coinbase 50 Index,2025-09-23 04:50:59
LQTYUSDT,lqty,Liquity,liquity,621,75259497,76974517,20934478,-12.0714,Decentralized Finance (DeFi);Lending/Borrowing Protocols;Arbitrum Ecosystem;Ethereum Ecosystem;Alameda Research Portfolio;Pantera Capital Portfolio,2025-09-23 04:52:30
LRCUSDT,lrc,Loopring,loopring,503,104062274,114742672,13152178,-4.74427,Decentralized Exchange (DEX);Smart Contract Platform;Exchange-based Tokens;Decentralized Finance (DeFi);Arbitrum Ecosystem;Ethereum Ecosystem;Layer 2 (L2);Zero Knowledge (ZK);Loopring Ecosystem;Rollup;Energi Ecosystem;Governance,2025-09-23 04:52:41
LSKUSDT,lsk,Lisk,lisk,688,64486751,127170979,7918969,-7.29321,Smart Contract Platform;Ethereum Ecosystem;Layer 2 (L2);Optimism Superchain Ecosystem;Outlier Ventures Portfolio;Lisk Ecosystem,2025-09-23 04:52:51
LTCUSDT,ltc,Litecoin,litecoin,28,8092050730,8092305176,801224727,-4.77767,Smart Contract Platform;Layer 1 (L1);Proof of Work (PoW);GMCI 30 Index;GMCI Index;Made in USA;Coinbase 50 Index,2025-09-23 04:54:32
LUMIAUSDT,lumia,Lumia,lumia,1284,21586185,68475863,3895312,-8.18927,Smart Contract Platform;Layer 2 (L2);Real World Assets (RWA);Governance,2025-09-23 04:54:43
LUNAUSDT,luna,Terra,terra-luna-2,532,95024573,149035456,22026381,-7.91751,Terra Ecosystem;Alleged SEC Securities;Osmosis Ecosystem;DeFiance Capital Portfolio;Pantera Capital Portfolio;YZi Labs (Prev. Binance Labs) Portfolio;Delphi Ventures Portfolio;Galaxy Digital Portfolio;OKX Ventures Portfolio,2025-09-23 04:55:04
LUNCUSDT,lunc,Terra Luna Classic,terra-luna,260,305435326,360057649,18687603,-4.86987,Smart Contract Platform;Decentralized Finance (DeFi);Coinbase Ventures Portfolio;DeFiance Capital Portfolio;Pantera Capital Portfolio;YZi Labs (Prev. Binance Labs) Portfolio;Galaxy Digital Portfolio,2025-09-23 04:56:50
MAGICUSDT,magic,Treasure,magic,755,55309876,61013351,30148544,-7.71887,Artificial Intelligence (AI);Gaming (GameFi);NFT;Metaverse;Arbitrum Ecosystem;Ethereum Ecosystem;Layer 2 (L2);Zero Knowledge (ZK);Gaming Blockchains;Gaming Governance Token;Gaming Utility Token;AI Agents;AI Agent Launchpad,2025-09-23 04:57:22
MANAUSDT,mana,Meme Anarchic Numismatic Asset,meme-anarchic-numismatic-asset,6871,155648,155648,490.76,-7.69938,Solana Ecosystem;Meme;Solana Meme;AI Meme;Pump.fun Ecosystem;Terminal of Truths,2025-09-23 04:58:48
MANTAUSDT,manta,Manta Network,manta-network,585,82653797,183794272,14703106,-8.40318,Smart Contract Platform;Polkadot Ecosystem;Binance Launchpool;Layer 2 (L2);Manta Network Ecosystem;Multicoin Capital Portfolio;Alameda Research Portfolio;DeFiance Capital Portfolio;YZi Labs (Prev. Binance Labs) Portfolio,2025-09-23 05:00:18
MASKUSDT,mask,Mask Network,mask-network,451,120088184,120088184,25750162,-3.97246,BNB Chain Ecosystem;Polygon Ecosystem;Ethereum Ecosystem;Animoca Brands Portfolio;DWF Labs Portfolio;Alameda Research Portfolio;Energi Ecosystem;YZi Labs (Prev. Binance Labs) Portfolio,2025-09-23 05:00:44
MAVUSDT,mav,Maverick Protocol,maverick-protocol,850,45542283,132092074,26210552,-4.10442,BNB Chain Ecosystem;Binance Launchpool;Ethereum Ecosystem;ZkSync Ecosystem;Base Ecosystem;Coinbase Ventures Portfolio;Pantera Capital Portfolio;YZi Labs (Prev. Binance Labs) Portfolio;Circle Ventures Portfolio,2025-09-23 05:00:55
MBLUSDT,mbl,MovieBloc,moviebloc,939,37931842,60568559,9783335,-4.14341,DWF Labs Portfolio,2025-09-23 05:02:26
MBOXUSDT,mbox,Mobox,mobox,1105,29176682,32092470,8527478,-5.07202,Gaming (GameFi);NFT;BNB Chain Ecosystem;Binance Launchpool;Metaverse;Play To Earn;Arbitrum Ecosystem;Animoca Brands Portfolio;RPG;Gaming Blockchains;Gaming Governance Token;YZi Labs (Prev. Binance Labs) Portfolio,2025-09-23 05:02:37
MDTUSDT,mdt,Measurable Data,measurable-data-token,1550,13889143,22907292,2120332,-2.62206,Big Data;Ethereum Ecosystem;DWF Labs Portfolio,2025-09-23 05:02:48
MEMEUSDT,meme,Memecoin,memecoin-2,429,128801929,160714068,66406087,-6.65574,NFT;Binance Launchpool;Meme;Ethereum Ecosystem;YZi Labs (Prev. Binance Labs) Portfolio;GMCI Meme Index;GMCI Index,2025-09-23 05:05:50
METISUSDT,metis,Metis,metis-token,570,86556123,132029149,14797814,-8.1616,Smart Contract Platform;Ethereum Ecosystem;Metis Ecosystem;Layer 2 (L2);DWF Labs Portfolio;Rollup;GMCI Layer 2 Index;OKX Ventures Portfolio;GMCI Index,2025-09-23 05:06:11
MEUSDT,me,Magic Eden,magic-eden,462,116428421,696607530,287149605,-14.72407,NFT;Solana Ecosystem;NFT Marketplace;Paradigm Portfolio;Sequoia Capital Portfolio,2025-09-23 05:06:31
MINAUSDT,mina,Mina Protocol,mina-protocol,327,206020501,206020501,13482476,-6.42714,Smart Contract Platform;Layer 1 (L1);Zero Knowledge (ZK);FTX Holdings;Paradigm Portfolio;Coinbase Ventures Portfolio;Multicoin Capital Portfolio;Proof of Stake (PoS);Pantera Capital Portfolio;Circle Ventures Portfolio;Privacy Blockchain;Polychain Capital Portfolio;Made in USA;Coinbase 50 Index,2025-09-23 05:08:02
MITOUSDT,mito,Mitosis,mitosis,924,38742105,197388785,20123985,-20.73499,Smart Contract Platform;Decentralized Finance (DeFi);Yield Farming;BNB Chain Ecosystem;Layer 1 (L1);Binance Wallet IDO,2025-09-23 05:08:23
MLNUSDT,mln,Enzyme,melon,1284,21501015,21501015,3153882,-5.75421,Decentralized Finance (DeFi);Asset Manager;Polygon Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;Real World Assets (RWA);DeFiance Capital Portfolio,2025-09-23 05:08:34
MOVEUSDT,move,Movement,movement,253,313546047,1140167444,30908454,-7.6531,Smart Contract Platform;Ethereum Ecosystem;Layer 2 (L2);Zero Knowledge (ZK);YZi Labs (Prev. Binance Labs) Portfolio;OKX Ventures Portfolio;Binance HODLer Airdrops;World Liberty Financial Portfolio;Made in USA;Movement Ecosystem,2025-09-23 05:10:20
MOVRUSDT,movr,Moonriver,moonriver,770,53385032,64492646,7058529,-6.8867,Smart Contract Platform;Layer 1 (L1);Moonriver Ecosystem;YZi Labs (Prev. Binance Labs) Portfolio;Meter Ecosystem,2025-09-23 05:10:41
MTLUSDT,mtl,Metal DAO,metal,747,56154442,56154442,3266944,-4.03016,Smart Contract Platform;Layer 2 (L2);Made in USA,2025-09-23 05:11:52
MUBARAKUSDT,mubarak,Mubarak,mubarak,1020,33024922,33024922,35874317,-14.81321,BNB Chain Ecosystem;Meme,2025-09-23 05:13:32
NEARUSDT,near,NEAR Protocol,near,48,3614978432,3680058899,385351600,-2.38986,Artificial Intelligence (AI);Smart Contract Platform;Layer 1 (L1);Near Protocol Ecosystem;Ethereum Ecosystem;Alleged SEC Securities;FTX Holdings;Data Availability;Coinbase Ventures Portfolio;Multicoin Capital Portfolio;Proof of Stake (PoS);Alameda Research Portfolio;DragonFly Capital Portfolio;Pantera Capital Portfolio;Andreessen Horowitz (a16z) Portfolio;GMCI Layer 1 Index;GMCI 30 Index;Circle Ventures Portfolio;GMCI Index;Made in USA;Coinbase 50 Index;Chain Abstraction,2025-09-23 05:13:53
NEIROUSDT,neiro,Neiro,neiro-3,454,119138277,119138277,61750807,-13.22554,Meme;Ethereum Ecosystem;Base Ecosystem;Dog-Themed;HyperEVM Ecosystem,2025-09-23 05:15:35
NEOUSDT,neo,NEO,neo,209,418882115,593906302,26496112,-5.40062,Smart Contract Platform;Proof of Stake (PoS);Made in China,2025-09-23 05:17:06
NEWTUSDT,newt,Newton Protocol,newton-protocol,830,47199232,219531312,18308475,-9.96726,Artificial Intelligence (AI);BNB Chain Ecosystem;Ethereum Ecosystem;Binance HODLer Airdrops;DeFAI,2025-09-23 05:17:27
NEXOUSDT,nexo,NEXO,nexo,106,1249491203,1249491203,12789072,-0.7118,Centralized Exchange (CEX) Token;Polygon Ecosystem;Fantom Ecosystem;Ethereum Ecosystem;Alleged SEC Securities;Energi Ecosystem;Sora Ecosystem,2025-09-23 05:17:37
NFPUSDT,nfp,NFPrompt,nfprompt-token,1072,30693039,60910674,3741917,-7.30531,BNB Chain Ecosystem;Binance Launchpool;YZi Labs (Prev. Binance Labs) Portfolio;Governance,2025-09-23 05:19:08
NILUSDT,nil,Nillion,nillion,713,60786882,311487992,14047002,-5.10802,Artificial Intelligence (AI);Infrastructure;Binance Launchpool,2025-09-23 05:19:19
NKNUSDT,nkn,NKN,nkn,1361,19228832,19235659,5451711,-6.26596,Communication;Ethereum Ecosystem;DePIN,2025-09-23 05:19:30
NMRUSDT,nmr,Numeraire,numeraire,463,116136858,154643829,33882128,-6.91334,Artificial Intelligence (AI);Business Services;Decentralized Finance (DeFi);Ethereum Ecosystem;Paradigm Portfolio;DragonFly Capital Portfolio;Energi Ecosystem,2025-09-23 05:21:00
NOTUSDT,not,Notcoin,notcoin,375,162871086,167823227,41540650,-6.7107,Gaming (GameFi);Binance Launchpool;Meme;Play To Earn;TON Ecosystem;TON Meme;Tap to Earn,2025-09-23 05:21:21
NTRNUSDT,ntrn,Neutron,neutron-3,798,49841940,83126443,2707307,-7.67062,Binance Launchpool;Osmosis Ecosystem;Delphi Ventures Portfolio,2025-09-23 05:21:32
NXPCUSDT,nxpc,Nexpace,nexpace,,0.0,611496161,20489716,-7.55888,Smart Contract Platform;Gaming (GameFi);NFT;Layer 1 (L1);Avalanche Ecosystem;Avalanche L1,2025-09-23 05:23:02
OGNUSDT,ogn,Origin Token,origin-protocol,942,37822645,81092574,7252784,-5.67535,Decentralized Finance (DeFi);NFT;Ethereum Ecosystem;Base Ecosystem;Pantera Capital Portfolio;Sonic Ecosystem;Liquid Staking;Made in USA,2025-09-23 05:23:13
OGUSDT,og,OG Fan Token,og-fan-token,659,68117658,79166333,25468269,0.60403,Entertainment;Sports;Binance Launchpool;Fan Token;Chiliz Ecosystem;YZi Labs (Prev. Binance Labs) Portfolio,2025-09-23 05:23:24
OMNIUSDT,omni,Omni,omni,3978,1143559,1143559,1.85,,Smart Contract Platform;Proof of Work (PoW),2025-09-23 05:26:37
OMUSDT,om,MANTRA,mantra-dao,351,180611210,285888187,102830964,-14.08559,Infrastructure;Smart Contract Platform;BNB Chain Ecosystem;Cosmos Ecosystem;Layer 1 (L1);Polygon Ecosystem;Ethereum Ecosystem;Real World Assets (RWA);Base Ecosystem;Osmosis Ecosystem;Mantra Ecosystem,2025-09-23 05:26:48
ONDOUSDT,ondo,Ondo,ondo-finance,53,2928384115,9269656344,221565560,-3.05043,Decentralized Finance (DeFi);Ethereum Ecosystem;Real World Assets (RWA);Coinbase Ventures Portfolio;Pantera Capital Portfolio;GMCI DeFi Index;RWA Protocol;GMCI Index;World Liberty Financial Portfolio;Binance Alpha Spotlight;Made in USA,2025-09-23 05:26:58
ONEUSDT,one,Harmony,harmony,419,135980235,135988951,12341136,-6.09137,Smart Contract Platform;Layer 1 (L1);Harmony Ecosystem;Animoca Brands Portfolio;Binance Launchpad;YZi Labs (Prev. Binance Labs) Portfolio;Made in USA,2025-09-23 05:28:55
ONGUSDT,ong,Ontology Gas,ong,682,65175242,153354147,2839576,-3.96815,Smart Contract Platform;Layer 1 (L1),2025-09-23 05:29:06
ONTUSDT,ont,Ontology,ontology,475,112481703,122971429,9603521,-5.06228,Smart Contract Platform;Masternodes;Proof of Stake (PoS);Made in China,2025-09-23 05:29:27
OPENUSDT,open,OpenLedger,openledger-2,385,155350042,720881867,874841125,-18.12137,Artificial Intelligence (AI);Smart Contract Platform;BNB Chain Ecosystem;Ethereum Ecosystem;Layer 2 (L2);Rollup;Binance HODLer Airdrops;Binance Alpha Spotlight,2025-09-23 05:31:19
OPUSDT,op,One Play,one-play,11139,11985.87,11985.87,20.84,-4.45742,Solana Ecosystem;Meme;Solana Meme;Pump.fun Ecosystem,2025-09-23 05:32:40
ORCAUSDT,orca,Orca,orca,456,118682695,148458508,15620438,-5.67016,Decentralized Exchange (DEX);Decentralized Finance (DeFi);Yield Farming;Automated Market Maker (AMM);Solana Ecosystem;Coinbase Ventures Portfolio;DeFiance Capital Portfolio;Made in USA,2025-09-23 05:32:50
ORDIUSDT,ordi,ORDI,ordinals,355,179151649,179151649,60701232,-8.00112,Solana Ecosystem;Meme;BRC-20;Bitcoin Ecosystem;Inscriptions,2025-09-23 05:34:21
OSMOUSDT,osmo,Osmosis,osmosis,496,106263025,141917139,8850554,-5.23905,Decentralized Exchange (DEX);Decentralized Finance (DeFi);Automated Market Maker (AMM);Cosmos Ecosystem;Osmosis Ecosystem;Paradigm Portfolio;Proof of Stake (PoS);Evmos Ecosystem;Secret Ecosystem;GMCI DeFi Index;GMCI Index;Made in USA,2025-09-23 05:34:32
OXTUSDT,oxt,Orchid Protocol,orchid-protocol,1112,28817781,48716148,6107909,-5.35985,Smart Contract Platform;Ethereum Ecosystem;DePIN;Proof of Stake (PoS);Andreessen Horowitz (a16z) Portfolio;Sequoia Capital Portfolio;Blockchain Capital Portfolio;Made in USA,2025-09-23 05:34:43
PARTIUSDT,parti,Particle Network,particle-network,980,35778957,153557754,20030784,-8.26456,Decentralized Finance (DeFi);BNB Chain Ecosystem;Layer 1 (L1);Base Ecosystem;Account Abstraction;Cross-chain Communication;Binance HODLer Airdrops;Chain Abstraction;Binance Wallet IDO,2025-09-23 05:36:13
PAXGUSDT,paxg,PAX Gold,pax-gold,114,1092861252,1092861252,192316188,1.58713,Stablecoins;Tokenized Assets;Tokenized Gold;Ethereum Ecosystem;Real World Assets (RWA);Tokenized Commodities,2025-09-23 05:36:24
PENDLEUSDT,pendle,Pendle,pendle,133,808460137,1345357086,136363932,-0.33647,Decentralized Exchange (DEX);Decentralized Finance (DeFi);Yield Farming;Automated Market Maker (AMM);BNB Chain Ecosystem;Derivatives;Lending/Borrowing Protocols;Arbitrum Ecosystem;Ethereum Ecosystem;Optimism Ecosystem;Fixed Interest;LSDFi;Base Ecosystem;Restaking;LRTfi;Liquid Restaking Governance Tokens;Berachain Ecosystem;Yield Tokenization Protocol;YZi Labs (Prev. Binance Labs) Portfolio;GMCI DeFi Index;Sonic Ecosystem;Liquid Staking;GMCI Index;BTCfi Protocol;HyperEVM Ecosystem,2025-09-23 05:36:35
PENGUUSDT,pengu,Pudgy Penguins,pudgy-penguins,77,1883407784,2391272163,359727338,-5.78824,BNB Chain Ecosystem;Solana Ecosystem;Meme;Ethereum Ecosystem;Solana Meme;Binance HODLer Airdrops;Airdropped Tokens by NFT Projects;Abstract Ecosystem;Made in USA;HyperEVM Ecosystem,2025-09-23 05:38:16
PEOPLEUSDT,people,ConstitutionDAO,constitutiondao,574,86282216,86282216,38765329,-9.6543,Meme;Ethereum Ecosystem;PolitiFi,2025-09-23 05:38:36
PEPEUSDT,pepe,Based Pepe,based-pepe,1788,9873751,9873751,75606,-2.04704,Meme;Base Ecosystem;Frog-Themed;Base Meme;The Boy’s Club,2025-09-23 05:45:00
PERPUSDT,perp,Perpetual Protocol,perpetual-protocol,1350,19510643,40305769,23248203,-10.90352,Decentralized Exchange (DEX);Exchange-based Tokens;Decentralized Finance (DeFi);Automated Market Maker (AMM);BNB Chain Ecosystem;Derivatives;Perpetuals;Gnosis Chain Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;Optimism Ecosystem;Multicoin Capital Portfolio;Alameda Research Portfolio;YZi Labs (Prev. Binance Labs) Portfolio,2025-09-23 05:46:31
PHAUSDT,pha,PHALA,pha,604,78833525,97139945,14255744,-3.82064,Artificial Intelligence (AI);Infrastructure;Smart Contract Platform;Oracle;Polkadot Ecosystem;Ethereum Ecosystem;Interoperability;Layer 2 (L2);Zero Knowledge (ZK);DePIN;DWF Labs Portfolio;Rollup;AI Agents;Sora Ecosystem;AI Framework;Made in USA,2025-09-23 05:46:42
PHBUSDT,phb,Phoenix Global [OLD],red-pulse,943,37828588,37887902,18.09,17.30872,Business Services;NEO Ecosystem,2025-09-23 05:47:03
PIVXUSDT,pivx,PIVX,pivx,1669,11809966,11809966,1752770,-2.43389,Smart Contract Platform;Privacy;Masternodes;Zero Knowledge (ZK);Proof of Stake (PoS),2025-09-23 05:48:34
PIXELUSDT,pixel,Pixels,pixels,1278,21838930,141619652,18126703,-5.86664,Gaming (GameFi);NFT;Binance Launchpool;Ethereum Ecosystem;Animoca Brands Portfolio;Ronin Ecosystem;Gaming Utility Token;Made in USA;Governance,2025-09-23 05:49:00
PLUMEUSDT,plume,Plume,plume,258,307327056,1012752089,41854163,-5.49272,Smart Contract Platform;Layer 1 (L1);Ethereum Ecosystem;Real World Assets (RWA);RWA Protocol;Made in USA;Plume Network Ecosystem,2025-09-23 05:49:11
PNUTUSDT,pnut,Peanut the Squirrel,peanut-the-squirrel,320,213975634,213975634,63286011,-3.04627,Solana Ecosystem;Meme;Solana Meme;Pump.fun Ecosystem;Zoo-Themed;Memorial Themed,2025-09-23 05:51:02
POLUSDT,pol,POL (ex-MATIC),polygon-ecosystem-token,61,2374062772,2374062772,137921066,-3.61359,Smart Contract Platform;Polygon Ecosystem;Ethereum Ecosystem;Layer 2 (L2),2025-09-23 05:51:28
POLYXUSDT,polyx,Polymesh,polymesh,399,148075125,148075125,2352569,-3.9691,Smart Contract Platform;Layer 1 (L1);Real World Assets (RWA);RWA Protocol,2025-09-23 05:52:39
PONDUSDT,pond,Marlin,marlin,686,64916707,79143608,3223461,-5.35057,Artificial Intelligence (AI);Infrastructure;Smart Contract Platform;Decentralized Finance (DeFi);Arbitrum Ecosystem;Ethereum Ecosystem;Zero Knowledge (ZK);DWF Labs Portfolio;Coinbase Ventures Portfolio;Pantera Capital Portfolio;YZi Labs (Prev. Binance Labs) Portfolio,2025-09-23 05:54:10
PORTALUSDT,portal,Portal,portal-2,1236,23221570,39448222,12396104,-9.2087,Gaming (GameFi);Solana Ecosystem;Ethereum Ecosystem;Gaming Platform,2025-09-23 05:54:21
PORTOUSDT,porto,FC Porto,fc-porto,1691,11360142,40112765,3218866,1.53208,Sports;BNB Chain Ecosystem;Fan Token;Binance Launchpad,2025-09-23 05:54:32
POWRUSDT,powr,Powerledger,power-ledger,607,78590206,148276791,3794616,-3.23795,Energy;Ethereum Ecosystem;Alleged SEC Securities;Energi Ecosystem;GMCI DePIN Index;Blockchain Capital Portfolio;GMCI Index,2025-09-23 05:56:03
PROMUSDT,prom,Prom,prometeus,365,173202223,182692755,6069524,-2.26161,Smart Contract Platform;BNB Chain Ecosystem;Ethereum Ecosystem;Layer 2 (L2),2025-09-23 05:56:14
PROVEUSDT,prove,Succinct,succinct,393,151884732,778896061,37653338,-10.49989,Infrastructure;BNB Chain Ecosystem;Ethereum Ecosystem;Zero Knowledge (ZK);Binance Alpha Spotlight,2025-09-23 05:56:25
PSGUSDT,psg,Paris Saint-Germain Fan Token,paris-saint-germain-fan-token,1446,16654182,29605053,4381167,-3.59238,Sports;Binance Launchpool;Fan Token;Chiliz Ecosystem;YZi Labs (Prev. Binance Labs) Portfolio,2025-09-23 05:57:56
